Name,Brand,Price,Discounted Price,Category,SuubCategory,Quantity,Description,BreadCrumbs
Chitale Full Cream Keshar Shrikhand,Chitale,78,71,Dairy & Beverages,Dairy,250 gm,"OverviewChitale Dairy Full Cream Shrikhand is completed using complete milk hang curd, kesar and sugar. It has a sweet flavour with a soft sour after rich and taste, creamy texture. It can be served as a dessert or sweet dish.IngredientsChakka, sugar, nutmeg, saffron (keshar).About The BrandChitale Dairy was founded by the great visionary, Late Shri Bhaskar Ganesh alias Babasaheb Chitale (B. G. Chitale). A journey that began in 1939, in the small town of Bhilawadi set the stage for a revolution in the country's dairy industry.Dairy farming has been the Group&rsquo;s forte and they have striven to elevate it to the level of a full-fledged industry. Research and development has always been the Group&rsquo;s primary focus. Having kept up with new technology &amp; scientific advances, the Group has achieved a distinct edge in the form of India&rsquo;s most modern and sophisticated buffalo farm, blood profile and frozen semen laboratory at their dairy farm in Bhilawadi, Maharashtra.",Dairy & Beverages > Dairy
Chitale Full Cream Keshar Shrikhand,Chitale,145,134,Dairy & Beverages,Dairy,500 gm,"OverviewChitale Dairy Full Cream Shrikhand is completed using complete milk hang curd, kesar and sugar. It has a sweet flavour with a soft sour after rich and taste, creamy texture. It can be served as a dessert or sweet dish.IngredientsChakka, sugar, nutmeg, saffron (keshar).About The BrandChitale Dairy was founded by the great visionary, Late Shri Bhaskar Ganesh alias Babasaheb Chitale (B. G. Chitale). A journey that began in 1939, in the small town of Bhilawadi set the stage for a revolution in the country's dairy industry.Dairy farming has been the Group&rsquo;s forte and they have striven to elevate it to the level of a full-fledged industry. Research and development has always been the Group&rsquo;s primary focus. Having kept up with new technology &amp; scientific advances, the Group has achieved a distinct edge in the form of India&rsquo;s most modern and sophisticated buffalo farm, blood profile and frozen semen laboratory at their dairy farm in Bhilawadi, Maharashtra.",Dairy & Beverages > Dairy
Baidyanath Amla Juice,Baidyanath,220,175,Dairy & Beverages,Beverages,1 L,"OverviewBaidyanath Amla Juice has been extracted from Indian Gooseberry or Amla.BenefitsHELPS BOOST IMMUNITY: Baidyanath Amla Juice is made from the purest nutritionally rich and fresh amlas.NATURAL SOURCE OF VITAMIN C: Amla juice contains almost 20 times more Vitamin C content than fresh orange juice.HELPS WITH WEIGHT MANAGEMENT: Amla, the Indian gooseberry helps in keeping the digestive system on track.NATURAL GOODNESS OF AMLA: With all the goodness of nature, Baidyanath Amla Juice comes in a 1 litre bottle100 YEARS OF LEGACY AND PRIDE: We are a proud, Indian manufacturer of Ayurvedic products and we believe in uncompromised quality.IngredientsBaidyanath Amla Juice contains the purest form of Amla extracts which is turned into amla juice later.How To UseIdeally take 20-30 ml early morning on empty stomachCan be diluted with water.Any Other Must-Know InformationIndian gooseberry or Amla is undeniably a powerhouse of nutrients. One of the most effective ways to add Amla to your diet is to juice it and have it diluted with water every day on an empty stomach. Baidyanath Amla Juice is 100% pure, natural and free from any synthetic flavour and colour. It contains a whole set of vitamins and minerals that your body needs for wellbeing.About the BrandOne of Indias most respected Companies, Shree Baidyanath Ayurved Bhawan Pvt. Ltd. (Kolkata), popularly known as Baidyanath, is the acknowledged leader of Ayurvedic know-how. Established in 1917, the Company has played a pioneering role in re-establishing ancient knowledge with modern research and manufacturing techniques. ",Dairy & Beverages > Beverages
Raw Pressery Pomegranate Juice,Raw Pressery,425,318,Dairy & Beverages,Beverages,1 L,"OverviewOur Pomegranate juice is a crowd favorite. Our Anaar has the sweet juice of the pulp without the bitterness of the seeds. Enjoy this healthy heart delight.Key Features- Sourced carefully & responsibly.- Vitamin C Fix.- Antioxidant Powerhouse.About The BrandRAW Pressery was born in Anuj&rsquo;s kitchen with a Norwalk cold-press juicer splattering carrots all over the ceiling. It all started with some simple questions &ndash; Why does being healthy have to be so complicated? After countless hours of juicing, weekends with farmers, and plenty of sleepless nights, Anuj and his team began production. You loved our juices so much, it spread into the vast juice-iverse! We grew to expand our retail and Direct-To-Home presence across Mumbai, Delhi, and Bengaluru. From just 8 juices we have now sprouted into 4 categories &ndash; Benefits, Basics, Boosters, and Soups with over 18 juices in our portfolio. Following Seqouia, Saama Capital, and DSG Consumer Partners all came aboard the juice express, helping us pave the way for future stops across India. We are all ready to serve you with a lot more in the days to come!",Dairy & Beverages > Beverages
Baidyanath Aloevera Juice,Baidyanath,250,200,Dairy & Beverages,Beverages,1 L,"OverviewAloevera Juice revered for its health benefits in all ancients civilizations and modern science.Ayurveda recommends its usage in skin problems, hair fall and dandruff, liver disorders, digestive problems, joint pain, constipation, boost immunity and source of nutrition for complete body as its rich in vitamins, enzymes and micro-nutrients.Key FeaturesHelps to lower blood sugar levelsHelps build up a healthy digestive system.BenefitsCleanses and supports your digestive system.Infuses you with energy.Supports your immune system.Soothes and Promotes skin renewal.IngredientsAloe vera juiceHow To UseTake 30 ml of Aloe vera juice twice a day.Consume daily within 1 month after opening.Any Other Must-Know InformationBaidyanath aloe vera juice is a healthful combination of aloe vera pulp and juice. Baidyanath Aloe Vera juice helps to build a healthy digestive system and improves immunity to protect the body from severe sickness. Baidyanath Aloe Vera Juice with pulp condenses the magical benefits of this herb into a healthy, herbal and wholesome drink. It boosts immunity, builds a healthy digestive system and gives relief from constipation. Reduces fat and tones your body. It protects your liver. Alleviates skin allergies. Baidyanath Aloe Vera Juice is 100% pure, natural & free from any synthetic flavour & colour. It contains several vitamins and minerals that your body needs for its good nutrition.About the BrandOne of Indias most respected Companies, Shree Baidyanath Ayurved Bhawan Pvt. Ltd. (Kolkata), popularly known as Baidyanath, is the acknowledged leader of Ayurvedic know-how. Established in 1917, the Company has played a pioneering role in re-establishing ancient knowledge with modern research and manufacturing techniques. ",Dairy & Beverages > Beverages
Raw Pressery Sugarcane,Raw Pressery,220,165,Dairy & Beverages,Beverages,1 L,"Overview:The original pressed juice. Bring back childhood with the Ganne ka Rass but without the Fuss (& worries about hygiene!) squeezed till the last juicy drop. With added tangy lemon, this one will hit home.Key FeaturesSourced carefully and responsiblyVitamin C fixIndia's first bottled ganne ka rassBenefitsRAW Pressery juices are not pasteurized at high temperatures and contain no chemicals, preservatives, artificial colours or added sugar.IngredientsSugarcane Juice (94%), Lemon JuiceCare InstructionsStore away from direct sunlight. Shake well before use.About the BrandRaw Pressery is a producer of juices and smoothies intended to offer nutritional and natural beverage alternatives. The company offers cold-press juices, smoothies, soups and nut milk made of organic ingredients, enabling customers to incorporate and benefit from healthy food and drinking habits.",Dairy & Beverages > Beverages
Baidyanath Karela Jamun Juice,Baidyanath,325,260,Dairy & Beverages,Beverages,1 L,"Overview:Karela and Jamun are popular Ayurvedic herbs which help in maintaining the body functions normally. Baidyanath Karela Jamun Juice is 100% pure, natural & free from any synthetic flavour & colour. It contains several vitamins and minerals that your body needs for its well-being. Also helps in detoxifying the blood.BenefitsHELPS CONTROL SUGAR LEVELS: Karela and Jamun, both are great at keeping a check on blood sugar levels. Baidyanath Karela Jamun Juice is a combination of the purest form of Karela and Jamun, which together help in flushing out toxins from the intestinal tract and keeps common infections at bay. Baidyanath Karela Jamun Juice can help in increasing fluid and sodium retention, which in turn dramatically lowers the blood sugar levels.ACTIVE DIGESTIVE SYSTEM: Baidyanath Karela Jamun Juice is an excellent tonic to promote a healthy digestive system. It gets through your body and starts stimulating the liver to secrete digestive enzymes. This tonic can also help combat common stomach infections, constipation, diarrhoea and dysentery. It gradually cleanses the toxins from your body and maintains healthy bowel functions, so your body remains uninterrupted throughout the day.LOADED WITH VITAMINS AND NUTRIENTS: Karela is widely known as a health friendly vegetable with endless benefits if added to our regular diet. It's fully loaded with a range of powerful nutrients, like iron, Vitamin C, magnesium, potassium and more. Its a wonderful source of dietary fiber which contains almost twice the calcium of spinach. On the other hand, Jamun has an astringent property which flushes the toxins, keeps your skin free from acne and pimples and helps increase iron in your body.SOURCE OF ACTIVE BODY AND GOOD HEALTH: Baidyanath Karela Jamun Juice comes in a 1 litre pack and is a GMP certified product which is absolutely safe for adults. The product is vegan since it is plant based. We've made this juice using pure Karela and Jamun seeds which has all the essential nutrition. Consume 30ml of Baidyanath Karela Jamun juice twice a day before meals for effective results.100 YEARS OF LEGACY WITH INTENDED KNOWLEDGE: Baidyanath has been a renowned name in the world of Ayurveda. Our knowledge, legacy and research have made our medicinal products effective. Our strong network of herb growers resource only the potential and purest herbs from indigenous locations of the country. With 100 years of experience, we combine ancient Ayurveda with intended scientific research to bring out the best impactful remedy for your health.IngredientsKarela Jamun JuiceHow To UseTake 30 ml Baidyanath Karela Jamun Juice.Consume twice a day, before meal.Any Other Must-Know InformationLife style solutions from GOODCARE. Goodcare Karela Jamun Juice is 100% pure, natural & free from any synthetic flavour &colour. It contains many vitamins and minerals that your body needs for well being.About the BrandOne of Indias most respected Companies, Shree Baidyanath Ayurved Bhawan Pvt. Ltd. (Kolkata), popularly known as Baidyanath, is the acknowledged leader of Ayurvedic know-how. Established in 1917, the Company has played a pioneering role in re-establishing ancient knowledge with modern research and manufacturing techniques. ",Dairy & Beverages > Beverages
Baidyanath Giloy Juice,Baidyanath,250,170,Dairy & Beverages,Beverages,1 L,"Key Featuresgiloy juice boosts immune system and body's resistance against infectionsregular consumption of tulsi giloy juice helps maintain a healthy heart and nervous systembaidyanath giloy tulsi juice is the powerhouse of many nutrients and vitaminsBrand: BaidyanathBenefitsBenefit of Giloy Juice Help to keep the smooth functioning of Liver.Help to overcome weakness after long illness.Suitable in the treatment of joints pain, weight management & tiredness.IngredientsGiloy JuiceHow To UseDOSAGE:15-20 ml twice, mixed with water after meals.Any Other Must-Know InformationGiloy, 'Amrita' the stem of immortality is recommended in Ayurveda as an immunity booster. It boost's the immune system and body's resistance against infections. Helpful in controlling skin allergies, joint pain, management of weight, protection from frequent cold & cough and convalescence from severe illness. Guduchi is traditionally known to tone up the liver function.About the BrandOne of Indias most respected Companies, Shree Baidyanath Ayurved Bhawan Pvt. Ltd. (Kolkata), popularly known as Baidyanath, is the acknowledged leader of Ayurvedic know-how. Established in 1917, the Company has played a pioneering role in re-establishing ancient knowledge with modern research and manufacturing techniques. ",Dairy & Beverages > Beverages
O'cean Pink Fruit Drink - Guava Flavour,OCean,50,25,Dairy & Beverages,Beverages,500 ml,India,Dairy & Beverages > Beverages
Glucon-D Orange,Glucon-D,173,147,Dairy & Beverages,Beverages,450 gm,"Overview:Glucon-D with the tangy orange flavour instantly energises you and fills you with immense energy to stay active all day long. With a healthy mix of vitamin-C, minerals, calcium and other essentials, this instant energy health drink charges you up, promotes mental alertness and helps you fight fatigue. This orange-flavoured drink can be had as a refreshing drink after a long and tiring day.Key FeaturesGlucon D fills you with the energy required to stay active. Kick away tiredness and feel rejuvenated with Glucon-D, the preferred choice in summer when the scorching heat drains out body glucose. Glucon D helps to provide instant energy. It contains Vitamin C which improves the mental alertness that helps you to concentrate better while doing various daily tasks.How to UseAdd 4 teaspoon of Glucon-D (approx. 35 gms) to 1 glass of water (200ml) and stir. Recommended 2 glasses per day.Care InstructionsAfter Opening transfer contents into an air-tight jar. Store in a cool, dry place, away from strong odours.About the BrandLaunched in 1933, it boasts of a rich heritage of over 85 years. Millions of Indian households have trusted Glucon-D to get Instant Energy when they get tired.",Dairy & Beverages > Beverages
Glucon-D Orange,Glucon-D,352,301,Dairy & Beverages,Beverages,1 kg,"Overview:Glucon-D with the tangy orange flavour instantly energises you and fills you with immense energy to stay active all day long. With a healthy mix of vitamin-C, minerals, calcium and other essentials, this instant energy health drink charges you up, promotes mental alertness and helps you fight fatigue. This orange-flavoured drink can be had as a refreshing drink after a long and tiring day.Key FeaturesGlucon D fills you with the energy required to stay active. Kick away tiredness and feel rejuvenated with Glucon-D, the preferred choice in summer when the scorching heat drains out body glucose. Glucon D helps to provide instant energy. It contains Vitamin C which improves the mental alertness that helps you to concentrate better while doing various daily tasks.How to UseAdd 4 teaspoon of Glucon-D (approx. 35 gms) to 1 glass of water (200ml) and stir. Recommended 2 glasses per day.Care InstructionsAfter Opening transfer contents into an air-tight jar. Store in a cool, dry place, away from strong odours.About the BrandLaunched in 1933, it boasts of a rich heritage of over 85 years. Millions of Indian households have trusted Glucon-D to get Instant Energy when they get tired.",Dairy & Beverages > Beverages
Red Bull Energy Drink,Red Bull,650,552,Dairy & Beverages,Beverages,6x250 ml,"Key Features- Red Bull Energy Drink - Wiiings when you need them- Red Bull Energy Drink is a functional beverage and its formula contains high-quality ingredients: Caffeine, Taurine, some B-group Vitamins, Sugars and Alpine waterVitalizes Body and Mind®- Red Bull cans are made of 100% recyclable aluminium- Red Bull is appreciated worldwide by top athletes, busy professionals, university students and travellers on long journeys.- Red Bull produces a variety of energy drinks in both sugar and sugar-free varieties.- Four (4 pack) 250 ml Red Bull Energy Drink cansHow to UseRed Bull is appreciated worldwide by top athletes, busy professionals, university students and travellers on long journeys.Note- Not Recommended for children, pregnant or lactating women and people sensitive to caffeine- Consume not more the 500 ml per day",Dairy & Beverages > Beverages
Red Bull Energy Drink,Red Bull,440,350,Dairy & Beverages,Beverages,4x250 ml,"Key Features- Red Bull Energy Drink - Wiiings when you need them- Red Bull Energy Drink is a functional beverage and its formula contains high-quality ingredients: Caffeine, Taurine, some B-group Vitamins, Sugars and Alpine waterVitalizes Body and Mind®- Red Bull cans are made of 100% recyclable aluminium- Red Bull is appreciated worldwide by top athletes, busy professionals, university students and travellers on long journeys.- Red Bull produces a variety of energy drinks in both sugar and sugar-free varieties.- Four (4 pack) 250 ml Red Bull Energy Drink cansHow to UseRed Bull is appreciated worldwide by top athletes, busy professionals, university students and travellers on long journeys.Note- Not Recommended for children, pregnant or lactating women and people sensitive to caffeine- Consume not more the 500 ml per day",Dairy & Beverages > Beverages
Glucon-D Nimbu Pani,Glucon-D,173,147,Dairy & Beverages,Beverages,450 gm,"Key Features- Glucon-D fills you with the energy required to stay active.- Kick away tiredness and feel rejuvenated with Glucon-D, the preferred choice in summer when the scorching heat drains out body glucose- Glucon-D helps to provide instant energy.- Contains Calcium for bone health.- It contains Vitamin C which improves mental alertness that helps you to concentrate better while doing various daily tasks.",Dairy & Beverages > Beverages
Glucon-D Nimbu Pani,Glucon-D,352,315,Dairy & Beverages,Beverages,1 kg,"Key Features- Glucon-D fills you with the energy required to stay active.- Kick away tiredness and feel rejuvenated with Glucon-D, the preferred choice in summer when the scorching heat drains out body glucose- Glucon-D helps to provide instant energy.- Contains Calcium for bone health.- It contains Vitamin C which improves the mental alertness that helps you to concentrate better while doing various daily tasks- Available in Regular as well as Delicious Lime, Orange and Mango flavours.",Dairy & Beverages > Beverages
Monster Energy Drink Tin,Monster,110,80,Dairy & Beverages,Beverages,350 ml,"
Tear into a can of the meanest energy drink on the planet, Monster Energy. It's the ideal combo of the right ingredients, in the right proportion, to deliver a big bad buzz that only Monster can. Monster packs a powerful punch but has a smooth, easy flavour that you can’t really pound down! It contains B Vitamins and Taurine to pump and charge you up anytime. Athletes, musicians, anarchists, students, road warrior, metal heads, geeks, hipsters and bikers dig it - you will too! Unleash the Beast with Monster! Note: Energy drinks must be consumed responsibly. It is not recommended for children, people sensitive to caffeine, pregnant women or women who are nursing.
- Power packed energy drink with a smooth drinking flavour.
- Delivers a big bad buzz, the right way, that only Monster can!
- Contains B Vitamins and Taurine to pump and charge you up.
- Enjoy anywhere, on-the-go or at rest for a punch of energy.
- Unleash The Beast with Monster; it is best served chilled.
",Dairy & Beverages > Beverages
Red Bull Energy Drink,Red Bull,145,120,Dairy & Beverages,Beverages,350 ml,"Key Features- Red Bull Energy Drink - Wiiings when you need them- Red Bull Energy Drink is a functional beverage and its formula contains high-quality ingredients: Caffeine, Taurine, some B-group Vitamins, Sugars and Alpine waterVitalizes Body and Mind®- Red Bull cans are made of 100% recyclable aluminium- Red Bull is appreciated worldwide by top athletes, busy professionals, university students and travellers on long journeys.- Red Bull produces a variety of energy drinks in both sugar and sugar-free varieties.- 350 ml Red Bull Energy Drink cansHow to UseRed Bull is appreciated worldwide by top athletes, busy professionals, university students and travellers on long journeys.Note- Not Recommended for children, pregnant or lactating women and people sensitive to caffeine- Consume not more the 500 ml per day",Dairy & Beverages > Beverages
Glucon-D Plain,Glucon-D,118,97,Dairy & Beverages,Beverages,450 gm,"Overview:Summers can be daunting and especially when there's an enormous scorching sun always ready to drain out your energy and stop you from being the best of you. Glucon-D contains glucose that helps replenish body glucose and fills you with the energy required to stay active. It is easily absorbed by the body, thus giving out an instant energy boost and refreshment.Enriched with Minerals, including Calcium and Phosphorus, this glucose drink helps charge you up to fight tiredness and promotes mental alertness. Add Glucon-D to a glass of water every day to provide growing active children with the energy that keeps them going and adults, refreshment after a long day.Key FeaturesGlucon D fills you with the energy required to stay active. Kick away tiredness and feel rejuvenated with Glucon-D, the preferred choice in summer when the scorching heat drains out body glucose. Glucon D helps to provide instant energy.IngredientsGlucose (99.4%), Minerals (Calcium Phosphates) And Vitamin D2.How to UseAdd 4 teaspoon of Glucon-D (approx. 35 gms) to 1 glass of water (200ml) and stir. Recommended 2 glasses per day.Care InstructionsAfter Opening transfer contents into an air-tight jar. Store in a cool, dry place, away from strong odours.About the BrandLaunched in 1933, it boasts of a rich heritage of over 85 years. Millions of Indian households have trusted Glucon-D to get Instant Energy when they get tired.",Dairy & Beverages > Beverages
Glucon-D Plain,Glucon-D,198,174,Dairy & Beverages,Beverages,1 kg,"Overview:Summers can be daunting and especially when there's an enormous scorching sun always ready to drain out your energy and stop you from being the best of you. Glucon-D contains glucose that helps replenish body glucose and fills you with the energy required to stay active. It is easily absorbed by the body, thus giving out an instant energy boost and refreshment.Enriched with Minerals, including Calcium and Phosphorus, this glucose drink helps charge you up to fight tiredness and promotes mental alertness. Add Glucon-D to a glass of water every day to provide growing active children with the energy that keeps them going and adults, refreshment after a long day.Key FeaturesGlucon D fills you with the energy required to stay active. Kick away tiredness and feel rejuvenated with Glucon-D, the preferred choice in summer when the scorching heat drains out body glucose. Glucon D helps to provide instant energy.IngredientsGlucose (99.4%), Minerals (Calcium Phosphates) And Vitamin D2.How to UseAdd 4 teaspoon of Glucon-D (approx. 35 gms) to 1 glass of water (200ml) and stir. Recommended 2 glasses per day.Care InstructionsAfter Opening transfer contents into an air-tight jar. Store in a cool, dry place, away from strong odours.About the BrandLaunched in 1933, it boasts of a rich heritage of over 85 years. Millions of Indian households have trusted Glucon-D to get Instant Energy when they get tired.",Dairy & Beverages > Beverages
O'cean Natural Power Energy Drink,O'cean,75,37,Dairy & Beverages,Beverages,250 ml,"Key FeaturesPlant based CaffeineBenefits - O&rsquo;cean Energy is crafted with natural caffeine and no artificial flavours for a positive boost of energy that is purely invigorating.- Contains chosen B Vitamins and Glucose.Disclaimer If Any- High caffeine content- Not recommended for children (Below 14 yrs), pregnant or lactating women, and persons sensitive to caffeine.- Consume no more than 500 ml per day.About the Brand- Water is the most essential element to life on earth, O'cean use it to make products that are innovative, refreshing, and healthier. O'cean aims to create a world filled with optimism, energy, and creativity where healthier living is key.",Dairy & Beverages > Beverages
Chetran's Tofu,Chetran's,60,50,Dairy & Beverages,Dairy,250 gm,Key Features100% Lactose FreeSoftness akin to soft malai paneerFRESH and preservative free.How To UseIt's used in salads and soups.Can be used as a replacement to paneer in all Indian preparations.Tofu is also used in Chinese and authentic Thai cuisine.,Dairy & Beverages > Dairy
Budweiser Beats Energy Drink,Budweiser Beats,90,55,Dairy & Beverages,Beverages,250 ml,"Key Features- Grab a Budweiser Beats Energy Drink after a strenuous physical work out to stay active.- It is low in sugar and compose of caffeine and vitamin.- It is a great go to drink known for its flavor and after taste.- Drink Budweiser Beats Energy Drink on the go, order online now !!Any Other Must-Know InformationEnergy 39 Kcal, Carbohydrates 9 g, Fat 0 g, Taurine 238 mg, Caffeine 23 mg, Inositol 12 mg, Vitamin BBenefitsNatural Caffeine &amp; Vitamin BAbout the BrandThis is no ordinary energy drink. This is Budweiser Beats. Made for Kings like you, who rule every moment with the rush of Natural Caffeine and B-Vitamins.",Dairy & Beverages > Beverages
Cipla Prolyte ORS - Orange Flavour,Cipla,32.57,19,Dairy & Beverages,Beverages,200 ml,"About the productOffers a healthy blend of ingredients to keep diarrhoea, vomiting and other physical manifestations of dehydration at bay. The product entails a unique formulation recommended by WHO, ensuring the right mix of ingredients helps abate diarrhoea, vomiting and other physical manifestations of dehydration. It reduces the time-frame of the illness, thereby enabling consumers with a speedy recovery. Contains a splendid blend of water, glucose, sodium, potassium and citrate. Helps in Quick restoration of essential electrolytes.DescriptionCIPLA PROLYTE ORANGE ORS (200ML)",Dairy & Beverages > Beverages
Cipla Prolyte ORS - Apple Flavour,Cipla,32.57,20,Dairy & Beverages,Beverages,200 ml,"About the productOffers a healthy blend of ingredients to keep diarrhoea, vomiting and other physical manifestations of dehydration at bay. The product entails a unique formulation recommended by WHO, ensuring the right mix of ingredients helps abate diarrhoea, vomiting and other physical manifestations of dehydration. It reduces the time-frame of the illness, thereby enabling consumers with a speedy recovery. Contains a splendid blend of water, glucose, sodium, potassium and citrate. Helps in Quick restoration of essential electrolytes.DescriptionCIPLA PROLYTE APPLE ORS 200ML)",Dairy & Beverages > Beverages
Red Bull Sugarfree,Red Bull,115,103,Dairy & Beverages,Beverages,250 ml,"About the Product- Wiiings without sugar : Red Bull Sugarfree is Red Bull Energy Drink without sugar.- Red Bull Sugarfree is a functional beverage and its formula contains high-quality ingredients like Caffeine, Taurine, some B-group Vitamins and Alpine water. Only 8 calories in a 250 ml can of Red Bull Sugarfree, vitalizes the body and mind.- Red Bull cans are made of 100% recyclable aluminium. Red Bull is appreciated worldwide by top athletes, busy professionals, university students and travellers on long journeys. Ingredients Water, Acidity Regulator, (Sodium Citrates, Magnesium Carbonate), Acidulant (Citric Acid), Carbon Dioxide, Taurine, Sweeteners [Sucralose, Acesulfame K], Caffeine, Glucurono-Lactone, Inositol, Vitamins [Niacin, Pantothenic Acid], Flavours {Naturals And Artificial}, Thickener (Xanthan Gum), Colour (Caramel). Features What's Inside The Can : - Caffeine : Caffeine was already known by ancient civilisations. They consumed it from natural sources like tea, coffee, cacao beans and cola nuts and appreciated its stimulating effects on the human body.- Taurine : Taurine is an amino acid, naturally occurring in the human body and present in the daily diet. It is involved in a wide range of biological processes.- B-group vitamins : Vitamins are essential micronutrients that are required for maintaining normal body functions. B-group vitamins play an important role in energy metabolisms, such as the build-up and breakdown of carbohydrates and protein.- Sugars : Red Bull Energy Drink is made with sugar sourced from sugar beets.- Alpine Water : Naturally, water is the main ingredient of Red Bull. Sustainability Red Bull is very aware of its environmental responsibility and is constantly striving for improvement.- Red Bull has made a conscious decision to use 100% recyclable aluminium cans, and we developed our Red Bull Coolers which use up to 45% less energy than conventional fridges.",Dairy & Beverages > Beverages
Rooh Afza,Hamdard,160,140,Dairy & Beverages,Beverages,750 ml,"OverviewRooh Afza has been referred to as The Original Red Drink. Rooh Afza's cooling effect is long lasting for it not only instantly quenches the thirst but also rapidly cools the entire system and gives back the body the vigour, vitality and freshness depleted by excessive heat. In addition to its popularity as a drink mixed in water, Rooh Afza is also a strong favourite mixed in milk, fresh lime or yoghurt, plus it has a plethora of other uses, such as being the vital ingredient in home-made ice cream, sorbet, slush, smoothies, sundaes and many other sweet and savoury dishes. IngredientsSugar, Distillate Of Fragrant Screw Pine, Distillate Of Rose, Citric Acid, F. D & C Red 40, Sodium Benzoate As A Preservative, Xanthan Gum & Aqua Distillate. About the BrandHamdard is one of those most successful enterprises in South Asia that have trivial origins and very modest beginning, but within a short span of time they achieved the status of big business houses. Established first by an accomplished pharmacist and physician of Tibb-i-Unani, Hakim Hafiz Abdul Majeed in a tiny shop in Delhi, India in 1906 and then in Karachi. After the creation of Pakistan, his younger son and a visionary physician, Hakim Mohammed Said in a tworoom rented clinic of Tibb-i-Unani (Eastern Medicine), Hamdard made rapid progress. Within a short period its star products, especially Rooh Afza syrup, and effective herbal medicines become popular from end to end in the country, and Hamdard became a household name in Pakistan and India.",Dairy & Beverages > Beverages
Mapro Coolz Rose Sharbat,Mapro,252,192,Dairy & Beverages,Beverages,1 L,"
Valued for its beauty and fragrance, rose petals have an uplifting, cooling and restoring effect, and possess a number of medicinal properties. Made from real rose petals, this sharbat is ideal for consumption with puddings and ice-creams. For a cooling drink on a hot summer’s day, mix one part sharbat with six parts milk or five parts water.
",Dairy & Beverages > Beverages
Guruji Kesaria Thandai,Guruji,550,410,Dairy & Beverages,Beverages,1 L,How to Use1 Glass = Kesaria Thandai 20% + Chilled Milk 60% + Crushed Ice 20%(No Sugar Required)Benefits- Unique delicious refreshing drink- Gives tremendous relief to tired body & mind- Good source of natural Vitamins & Minerals- Shield of protection from heat stroke- Rich with many qualitative dry fruits- Acts as an antioxidant- Relieves from acidity and constipation & increases appetite,Dairy & Beverages > Beverages
Kokan Gem Kokam Syrup,Kokan Gem,170,85,Dairy & Beverages,Beverages,1 L,"Overview Kokan Gem Kokum Syrup Turn your day around with Kokan Gem Kokum Syrup! All it takes is a glass and a bit of ice. Delicious and refreshing - there's no other way to describe it. So go ahead, buy this product online today!  Key Features- Tasty & flavourful",Dairy & Beverages > Beverages
Mala's Rose Syrup,Mala's,230,129,Dairy & Beverages,Beverages,1 L,"Overview A world of refreshing fruity drinks that open up a world of culinary choices. Serve chilled or use to make refreshing milkshakes or use as a delightful topping for ice creams.Key Features- Ready to use, straight from the packaging.- Real and best fruits in season.- Offers a shelf life of twelve months.- Delicious taste with exotic fruits (50-70%).- Enhance the flavour of your food.- Tasty and healthy jam.- Good quality.  Storage Instructions Storage in a dry and cool place. Keep away from direct sunlight.",Dairy & Beverages > Beverages
Hershey's Chocolate Syrup,Hershey's,220,151,Dairy & Beverages,Beverages,623 gm,"
Life is sweeter with the classic taste of Hershey’s Syrup. Treat yourself to this genuine chocolate-flavored goodness by adding Hershey’s Syrup to milk, ice cream, coffee, desserts, and more!
",Dairy & Beverages > Beverages
Hershey's Chocolate Syrup,Hershey's,95,80,Dairy & Beverages,Beverages,200 gm,"
Life is sweeter with the classic taste of Hershey’s Syrup. Treat yourself to this genuine chocolate-flavored goodness by adding Hershey’s Syrup to milk, ice cream, coffee, desserts, and more!
",Dairy & Beverages > Beverages
Kokan Gem Kairi Panhe,Kokan Gem,170,74,Dairy & Beverages,Beverages,1 L,"OverviewTurn your day around with Kokan Gem Kairi Panhe. All it takes is a glass and a bit of ice. Delicious and refreshing - there's no other way to describe it. So go ahead, buy this product online today!  Key Features- Hygienically packed",Dairy & Beverages > Beverages
Mapro Cocktail Mixology Kit,Mapro,999,649,Dairy & Beverages,Beverages,750 ml,"
Pack Contents :
- Blue Curacao Orange & Sweet Lime Fruit Sharbat : 1x250 ml
- Green Apple Fruit Sharbat : 1x250 ml
- Watermelon Fruit Sharbat : 1x250 ml

*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Dairy & Beverages > Beverages
Home Made Lemon Pudina Fruit Squash,Home Made,190,130,Dairy & Beverages,Beverages,750 ml,Storage instructions:Keep in a cool and dry place.,Dairy & Beverages > Beverages
